"min_date","max_date","sum_total","sum_VimL","sum_Objective-C","sum_Java","sum_JavaScript","sum_C","sum_Pascal","sum_C#","sum_CSS","sum_Python","sum_PHP","sum_OCaml","sum_R","sum_Ruby","sum_Go","sum_Scala","sum_C++","sum_Elixir","sum_Shell","sum_Puppet","sum_Haskell","sum_Clojure","sum_Perl","sum_CoffeeScript","sum_Matlab","sum_Apex","sum_D","sum_XSLT","sum_Groovy","sum_Kotlin","sum_Julia","sum_Dart","sum_TeX","sum_Arduino","sum_Swift","sum_Emacs Lisp","sum_VHDL","sum_TypeScript","sum_Rust","sum_nesC","sum_Erlang","sum_Processing","sum_Haxe","sum_Lua","sum_PowerShell","sum_Racket","sum_Common Lisp","sum_Dylan","sum_ASP","sum_IDL","sum_Verilog","sum_FORTRAN","sum_AutoIt","sum_Perl6","sum_VCL","sum_DM","sum_Assembly","sum_Cuda","sum_LiveScript","sum_F#","sum_Logos","sum_Max","sum_SQL","sum_Scheme","sum_Objective-J","sum_ActionScript","sum_Game Maker Language","sum_XQuery","sum_Stata","sum_M","sum_Agda","sum_Eiffel","sum_Nimrod","sum_BlitzBasic","sum_Visual Basic","sum_Objective-C++","sum_Xtend","sum_Tcl","sum_XML","sum_Mathematica","sum_Nemerle","sum_OpenEdge ABL","sum_Elm","sum_Augeas","sum_Smalltalk","sum_Standard ML","sum_Vala","sum_Coq","sum_SuperCollider","sum_DOT","sum_AppleScript","sum_xBase","sum_Fantom","sum_Gnuplot","sum_Red","sum_HaXe","sum_Bluespec","sum_Mercury","sum_SAS","sum_Ceylon","sum_Slash","sum_XC","sum_ColdFusion","sum_Prolog","sum_NetLogo","sum_Rebol","sum_AutoHotkey","sum_AspectJ","sum_Forth","sum_MoonScript","sum_Arc","sum_Oxygene","sum_Propeller Spin","sum_Lasso","sum_ABAP","sum_Pure Data","sum_Ada","sum_Awk","sum_Zephir","sum_Inform 7","sum_PAWN","sum_Frege","sum_Gosu","sum_SystemVerilog","sum_Alloy","sum_Parrot","sum_ATS","sum_GAP","sum_Squirrel","sum_Delphi","sum_UnrealScript","sum_Pan","sum_J","sum_Factor","sum_GAMS","sum_Idris","sum_PureScript","sum_Brightscript","sum_SourcePawn","sum_Crystal","sum_Ragel in Ruby Host","sum_KRL","sum_ANTLR","sum_COBOL","sum_Scilab","sum_Glyph","sum_Pike","sum_Component Pascal","sum_ooc","sum_REALbasic","sum_Clean","sum_Io","sum_wisp","sum_Logtalk","sum_eC","sum_Bro","sum_FLUX","sum_Nu","sum_Volt","sum_RobotFramework","sum_Ecl","sum_Monkey","sum_Boo","sum_Cirru","sum_CLIPS","sum_DCPU-16 ASM","sum_Dogescript","sum_E","sum_Fancy","sum_Grammatical Framework","sum_Harbour","sum_Hy","sum_Ioke","sum_JSONiq","sum_Omgrofl","sum_Opa","sum_PogoScript","sum_Rouge","sum_Self","sum_Shen","sum_Turing","sum_TXL","sum_XProc","sum_Mirah","sum_Ox","sum_Moocode","sum_Nix","sum_Isabelle","sum_Xojo","sum_BlitzMax","sum_Grace","sum_Nit","sum_null","sum_Zimpl"
"2014-07-29T00:00:00.000Z","2014-07-29T23:00:00.000Z",428220,2562,8460,40323,77177,17666,159,9596,26589,39480,28233,429,1623,29813,6105,3397,19405,244,9362,843,1406,1039,3146,3165,744,127,537,516,994,40,583,507,1877,332,972,1156,82,1215,1715,108,609,165,191,1266,356,103,153,2,116,124,60,227,7,22,4,379,431,122,117,303,22,33,124,199,44,554,67,3,8,21,7,31,26,34,243,94,36,67,5,48,14,67,10,4,66,32,91,47,7,30,20,29,0,30,5,3,27,27,36,40,5,6,128,94,20,5,45,0,4,12,3,0,4,1,1,9,19,3,1,2,36,14,75,10,0,11,0,15,10,3,7,0,0,2,2,21,49,9,53,30,0,15,4,3,14,1,4,19,5,1,0,10,1,7,0,4,3,3,0,0,8,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,3,0,0,14,0,0,131,35,3,7,0,0,78474,0
"2014-07-28T00:00:00.000Z","2014-07-28T23:00:00.000Z",403566,2334,8544,38825,75062,17487,140,8775,26181,38840,27803,442,2186,29371,6876,3404,19125,243,10081,733,1399,1208,2598,3191,721,142,407,431,857,30,589,482,1734,383,1110,1288,63,1202,1212,70,507,143,168,1667,472,120,233,1,115,143,85,180,25,23,29,424,456,85,102,291,62,28,68,292,46,506,49,24,12,16,7,49,42,71,233,134,25,92,2,53,16,79,12,1,30,40,129,58,2,8,18,33,0,74,13,5,21,18,33,5,2,0,119,56,13,2,51,0,3,15,0,1,29,2,0,24,9,17,0,5,14,0,63,1,1,6,3,23,15,7,4,2,3,2,0,9,31,4,45,11,1,38,12,2,3,0,11,5,22,0,1,21,2,2,0,1,1,2,2,0,0,5,11,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,2,2,0,114,24,5,4,0,0,59424,0
"2014-07-27T00:00:00.000Z","2014-07-27T23:00:00.000Z",281550,2151,5714,25608,48794,12708,147,6544,18860,24041,18063,287,8561,17710,4285,2364,12825,245,6896,320,1337,802,1729,2313,500,21,328,188,729,28,454,161,1213,364,793,905,42,868,686,26,258,99,164,1687,253,53,200,2,152,64,51,217,22,8,12,384,263,40,178,247,44,35,23,198,18,245,35,2,13,1,5,39,37,20,192,117,82,80,15,48,1,67,8,0,16,40,82,25,31,12,16,11,1,12,3,1,1,29,12,5,2,0,69,17,0,2,43,1,14,26,4,0,6,1,0,16,25,8,0,11,9,5,35,5,0,9,4,13,2,0,1,0,2,3,1,8,49,4,32,6,0,0,9,30,8,0,3,1,2,0,0,7,1,2,0,0,11,1,0,0,0,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,110,0,0,2,0,0,45334,0
"2014-07-26T00:00:00.000Z","2014-07-26T23:00:00.000Z",245680,1705,4841,23486,41432,14277,168,5519,15813,20435,15465,238,4884,14257,3554,1797,11529,190,6288,278,1048,687,1380,1814,369,22,287,154,461,28,520,150,730,300,580,886,27,679,836,6,236,87,162,1381,267,69,193,1,108,28,35,183,13,15,1,419,211,20,138,157,11,5,25,106,33,178,54,2,23,4,2,13,23,18,146,94,61,21,0,14,0,73,12,0,8,22,90,17,1,10,38,4,0,20,1,3,5,6,2,11,1,0,62,40,1,3,26,2,0,10,3,0,8,10,0,21,16,1,0,1,14,0,94,1,0,8,6,6,1,1,1,2,0,1,1,15,53,2,108,20,0,0,2,31,3,0,5,1,1,0,0,8,1,4,0,1,3,0,8,0,0,0,2,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,66,0,0,1,0,0,42987,0
"2014-07-25T00:00:00.000Z","2014-07-25T23:00:00.000Z",353670,2006,7524,32798,63077,15171,121,7502,24581,34298,23213,413,4058,28337,4918,2643,16613,243,8384,667,1313,1051,2340,2907,547,54,341,266,759,35,383,380,1574,325,884,1006,32,1031,1135,61,364,199,219,1807,354,121,173,11,83,76,60,171,15,23,4,408,415,36,163,218,61,36,52,210,45,358,20,23,17,10,5,16,17,47,179,71,31,41,2,52,7,64,13,0,347,27,58,14,2,19,17,29,0,9,0,2,24,18,63,9,4,2,144,70,7,8,26,2,1,25,5,0,12,2,0,23,13,7,0,1,22,6,43,2,0,9,5,6,11,0,1,0,0,1,2,33,20,1,45,9,0,20,6,25,10,2,6,1,7,0,0,14,0,6,0,2,8,0,0,0,0,13,4,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,2,1,0,0,7,0,2,115,0,8,1,0,0,52901,0
"2014-07-24T00:00:00.000Z","2014-07-24T23:00:00.000Z",418497,2306,9016,41177,74992,15971,126,9324,25004,38910,28789,356,3961,27849,5622,3383,19506,165,9663,905,1347,1182,2616,3281,661,131,322,414,772,54,483,446,1666,410,865,1087,49,1165,1111,64,674,191,240,1735,347,88,186,10,157,78,44,280,28,14,5,211,561,40,150,266,45,98,95,223,27,446,31,20,25,25,20,28,21,59,281,86,12,83,0,60,10,92,4,5,57,44,54,114,9,8,9,15,0,24,5,5,25,27,2,15,3,4,183,75,7,7,30,5,7,10,3,0,12,8,0,19,24,0,0,6,10,8,19,4,0,2,3,6,13,0,0,14,0,1,0,2,9,6,32,21,0,0,5,6,28,3,5,3,2,0,0,6,1,6,0,14,9,1,0,0,0,7,4,0,4,0,0,1,0,0,0,13,0,6,0,0,1,0,1,0,0,0,0,13,0,0,77,0,3,2,0,0,27357,0
"2014-07-23T00:00:00.000Z","2014-07-23T23:00:00.000Z",434856,2397,9075,39629,75824,16087,162,9267,26281,38506,28478,500,3953,28487,6188,3517,19213,177,9345,798,1249,1240,2881,3403,724,80,424,427,870,32,640,435,2032,331,990,990,58,992,1086,45,683,175,215,1521,339,116,180,2,134,86,56,261,21,30,9,263,445,70,63,274,26,45,87,174,35,548,52,31,33,29,6,23,35,61,298,98,47,96,9,43,6,67,11,5,44,39,152,83,24,9,27,5,0,15,0,0,22,19,8,16,11,1,100,104,26,6,38,17,9,15,7,0,7,13,0,62,40,2,2,10,2,1,24,2,1,4,40,5,10,7,2,0,0,15,1,2,10,11,46,17,0,0,0,11,2,0,6,5,2,43,0,6,1,6,0,1,3,1,0,0,1,3,2,0,2,0,0,0,0,1,0,8,0,6,0,0,0,0,0,0,0,0,0,24,0,0,71,0,3,8,0,0,0,0
"2014-07-22T00:00:00.000Z","2014-07-22T23:00:00.000Z",451510,2454,8948,41379,77290,16910,148,9844,29407,39283,28682,341,3370,29389,6661,3422,19066,225,9587,988,1361,1281,2999,3560,777,57,299,417,843,54,551,483,2571,361,1118,945,84,973,1280,76,693,160,191,1676,310,94,193,7,154,97,40,296,15,22,2,289,469,91,60,355,56,73,82,234,36,429,96,21,23,12,8,32,58,78,307,87,20,95,15,58,2,67,31,3,71,25,117,40,15,7,16,14,0,23,3,2,18,19,23,6,3,8,139,60,19,1,57,1,2,23,4,0,1,0,2,31,26,8,0,0,5,5,78,5,11,8,3,21,10,0,3,7,1,13,1,7,11,4,38,13,3,0,5,3,1,0,6,5,1,5,0,9,0,3,0,0,14,1,0,0,8,12,0,2,5,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,1,8,0,0,168,0,4,2,0,1,0,0
"2014-07-21T00:00:00.000Z","2014-07-21T23:00:00.000Z",408877,2246,8328,38297,77659,14766,164,9605,35743,36417,28261,347,2941,27463,6270,3395,18907,256,8645,758,1253,1185,2844,3510,604,46,259,454,894,43,436,529,1650,282,1033,974,44,953,1268,61,709,164,210,1534,345,49,156,4,152,105,57,212,20,30,4,233,514,102,231,326,77,48,76,233,22,437,90,19,19,15,11,44,50,70,278,181,12,60,14,81,7,92,59,9,168,35,151,43,12,9,33,7,1,19,23,2,24,18,10,16,4,6,191,85,7,5,27,3,1,20,7,0,28,0,3,21,7,17,0,52,2,1,22,6,5,10,0,17,5,0,1,7,4,1,3,7,33,8,53,14,0,1,3,6,8,0,5,8,20,2,0,8,5,2,0,0,15,3,0,0,17,11,1,5,0,0,0,0,0,0,0,1,0,2,0,1,3,0,0,0,0,0,0,0,0,0,159,7,1,7,0,0,0,0
"2014-07-20T00:00:00.000Z","2014-07-20T23:00:00.000Z",280942,1680,6099,25718,49196,11768,206,6743,30873,22481,17855,266,1856,15676,3828,1985,13369,251,6089,381,1222,782,1660,2070,451,29,299,211,495,76,386,233,1687,323,642,811,39,899,1327,15,293,104,201,1622,158,48,151,19,129,32,48,103,15,14,0,332,290,27,153,233,70,51,39,175,32,238,29,12,5,2,7,9,53,69,234,64,13,27,5,54,3,51,86,1,41,37,97,18,23,16,31,19,0,13,0,0,7,12,8,33,1,0,54,37,3,0,32,0,0,14,3,0,4,2,7,15,7,7,8,0,4,0,10,5,0,3,3,15,8,0,0,0,0,0,1,6,27,14,29,5,3,0,9,4,3,0,4,9,4,0,0,6,0,3,0,0,12,1,0,2,0,5,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,75,2,0,5,0,0,0,0
"2014-07-19T00:00:00.000Z","2014-07-19T23:00:00.000Z",236335,1414,4693,20260,40320,10182,117,5965,27457,19686,14481,221,1447,13741,3282,1427,10603,251,5685,295,953,662,1386,1958,343,41,289,160,418,54,307,191,806,268,689,692,35,710,1135,15,203,127,256,1336,117,68,159,32,104,29,26,118,38,4,10,372,273,54,240,85,32,44,25,171,65,203,34,6,3,6,9,21,68,26,133,59,24,29,7,39,3,42,26,0,6,21,112,32,0,7,8,2,0,18,0,0,5,5,11,10,3,0,27,20,4,8,19,8,0,41,6,0,5,5,23,7,6,2,0,7,9,4,27,3,0,7,3,22,12,1,12,3,2,0,0,7,15,3,62,8,0,0,11,2,0,0,5,1,4,0,0,5,2,0,0,0,2,0,0,2,5,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,51,0,0,2,0,0,0,0
"2014-07-18T00:00:00.000Z","2014-07-18T23:00:00.000Z",350787,1851,6952,33081,63094,15328,165,7984,33109,32952,22783,471,1969,23920,4655,2829,16069,262,7772,688,1284,986,2215,2885,741,55,271,428,654,33,399,370,1126,363,905,969,35,722,1355,43,563,131,306,1371,266,138,123,6,140,77,182,248,10,21,0,471,405,55,165,243,38,64,112,159,66,385,42,35,12,6,7,26,37,26,174,134,14,56,9,41,17,56,14,6,10,16,92,88,3,2,14,9,0,43,1,19,14,52,8,8,1,0,115,28,4,0,55,0,6,30,1,0,9,1,18,20,7,2,2,25,33,5,37,6,6,4,4,12,10,10,2,4,4,5,0,5,3,1,80,14,0,21,6,2,6,1,19,4,4,4,0,8,0,1,0,4,15,3,0,0,7,5,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,107,0,0,6,0,0,0,0
"2014-07-17T00:00:00.000Z","2014-07-17T23:00:00.000Z",381507,2086,8031,38428,69734,15700,139,8904,26185,35739,26304,418,1987,26006,4977,3078,18255,205,8588,757,1490,1147,2432,3221,676,53,390,388,867,40,632,417,1853,318,877,981,373,879,1099,41,987,130,317,1555,270,81,149,0,99,122,369,218,15,32,18,405,550,139,143,324,33,40,126,206,43,404,42,35,15,15,4,14,30,77,219,106,56,69,16,42,15,51,39,8,28,18,90,53,3,16,20,25,0,91,4,1,16,32,22,10,2,0,243,13,13,6,37,9,2,7,0,1,16,0,16,26,5,3,0,10,19,6,16,38,0,3,7,22,5,5,7,5,3,6,0,2,7,4,54,3,2,11,5,1,0,1,5,11,1,7,0,7,0,0,0,0,4,1,0,0,14,8,0,0,3,0,0,0,0,0,0,2,0,2,0,1,8,0,0,0,0,0,1,1,0,0,64,1,0,2,0,0,0,0
"2014-07-16T00:00:00.000Z","2014-07-16T23:00:00.000Z",409192,2303,8762,39439,75930,16605,172,9444,26318,38039,28608,568,2037,28783,5588,3285,19352,350,9154,850,1565,1133,2467,3309,739,34,518,471,914,57,581,485,2105,357,986,1011,72,905,1129,82,611,185,284,1586,293,157,172,2,107,96,24,237,14,27,14,339,762,62,123,306,56,24,119,209,9,628,53,29,97,32,13,20,16,98,219,80,22,76,5,62,3,99,30,0,21,57,86,112,23,30,26,27,0,19,0,6,12,50,9,5,7,4,229,37,10,3,35,6,1,23,6,0,11,0,9,22,12,0,6,1,10,3,38,7,0,1,9,17,4,1,2,17,3,32,1,5,6,19,80,10,0,33,6,14,7,3,2,10,1,2,0,4,6,0,0,0,10,0,0,1,5,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,16,0,0,0,1,0,2,1,0,0,141,1,0,0,0,0,0,0
"2014-07-15T00:00:00.000Z","2014-07-15T23:00:00.000Z",408216,2475,9073,41954,72753,16392,162,9393,26330,39010,28754,414,2062,27936,5719,3561,18950,287,9831,903,1610,1144,2424,3495,723,55,437,455,962,61,595,554,1617,396,1164,1085,72,985,1301,44,755,177,229,1606,473,136,158,6,148,145,45,214,24,23,11,382,823,48,120,338,21,23,117,199,34,473,37,14,79,10,25,32,53,70,336,65,44,112,22,77,12,69,6,0,52,47,68,45,5,48,41,11,0,19,4,2,24,45,27,16,5,0,181,40,9,21,37,3,0,11,6,2,16,3,2,28,20,1,5,0,11,2,32,3,0,0,2,27,8,1,2,15,7,11,1,23,27,1,50,14,0,1,11,5,4,4,4,5,2,23,0,10,1,0,0,1,3,5,0,2,4,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,3,0,0,148,5,0,0,0,0,0,0
"2014-07-14T00:00:00.000Z","2014-07-14T23:00:00.000Z",395093,2292,8635,40543,71574,15420,233,8955,25710,37786,26620,416,1854,27812,5281,3308,19247,264,9165,889,1521,989,2523,3821,652,68,359,382,1024,62,662,527,1696,400,1066,1064,97,821,1254,46,646,175,236,1740,359,129,200,10,130,109,53,184,6,19,11,299,386,63,148,298,61,35,131,195,28,487,45,11,39,16,6,8,38,39,268,76,50,62,6,97,15,110,26,0,26,33,103,44,7,19,34,49,1,17,10,2,17,51,4,10,2,6,311,35,13,11,50,7,2,17,1,1,30,2,9,17,6,5,13,1,7,2,60,9,10,1,7,12,6,1,7,1,5,3,2,10,41,2,73,15,1,0,6,1,4,2,4,2,1,1,0,15,2,0,0,5,7,3,1,0,33,0,0,0,5,0,2,0,0,2,0,3,0,2,0,0,2,0,0,0,0,0,1,0,0,0,151,4,2,2,0,0,0,0
"2014-07-13T00:00:00.000Z","2014-07-13T23:00:00.000Z",266371,1684,5516,25554,46037,13107,147,6365,19278,22543,16396,151,3484,15575,3564,2444,13509,178,6376,341,1086,926,1584,2255,405,16,357,215,514,34,300,183,1024,265,921,825,62,687,1196,20,389,108,186,1572,286,87,140,6,86,52,69,121,12,20,2,361,335,37,100,283,25,26,52,162,39,347,21,7,8,4,6,1,22,27,253,44,12,30,6,54,6,87,18,3,12,17,95,35,3,13,14,16,0,24,3,4,0,34,12,9,0,1,35,23,0,10,66,13,0,6,0,0,6,2,6,8,7,10,1,0,5,2,34,5,0,0,3,12,6,0,7,3,4,1,0,7,20,2,56,34,0,0,7,1,1,0,6,0,0,3,0,9,11,0,0,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,137,0,0,4,0,0,0,0
"2014-07-12T00:00:00.000Z","2014-07-12T23:00:00.000Z",242323,1603,4892,22931,41532,11520,141,5904,17443,22132,16182,189,2506,13778,3111,1898,12069,229,5775,267,1210,755,1518,1693,274,17,399,139,534,27,240,227,910,294,848,690,23,648,914,14,241,107,133,1487,258,94,198,13,55,48,57,158,5,13,0,297,183,33,114,146,48,27,27,76,34,358,27,14,10,6,11,6,12,53,137,77,4,11,3,27,0,100,16,4,41,15,61,18,3,10,37,12,0,11,5,4,0,19,0,21,1,2,17,14,4,6,13,0,0,12,1,2,1,1,2,14,9,7,0,10,4,1,28,2,0,0,0,7,5,0,1,0,1,1,0,4,51,0,61,23,0,0,0,5,1,0,7,1,0,1,0,8,40,3,0,0,8,0,2,0,2,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,115,7,0,0,0,0,0,0
"2014-07-11T00:00:00.000Z","2014-07-11T23:00:00.000Z",353208,2045,6674,34451,64284,13753,218,7507,22767,34953,24000,405,2256,24451,5270,2892,16402,333,7526,761,1275,1152,2091,3052,498,63,561,318,976,83,328,482,1482,283,747,866,57,776,1103,99,691,145,204,1531,387,119,194,9,93,75,72,176,19,39,3,322,597,103,214,215,67,40,117,183,15,425,28,15,10,28,21,16,19,46,195,103,15,44,4,30,13,95,25,15,88,20,81,15,12,8,36,33,5,13,2,2,11,47,17,11,4,18,161,39,14,7,24,7,0,11,1,0,4,9,4,5,9,4,0,4,14,0,39,2,0,1,3,27,19,1,2,36,1,11,4,11,5,4,56,3,0,44,8,3,1,4,3,3,1,1,0,38,21,2,6,0,10,0,0,0,6,5,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,56,4,0,3,0,0,0,0
"2014-07-10T00:00:00.000Z","2014-07-10T23:00:00.000Z",407677,2363,8088,39805,72942,15459,265,9623,25490,38709,28061,454,2485,28558,6212,3841,19154,377,8928,938,1467,1066,2694,3377,572,92,333,476,1099,46,447,403,1687,328,972,1107,48,898,1229,74,622,139,262,1850,355,118,146,4,157,126,70,226,10,30,7,405,647,73,91,239,46,40,198,226,29,427,40,41,12,12,17,42,29,47,249,116,15,81,5,25,19,85,45,1,68,36,101,25,2,7,40,39,0,21,1,2,11,59,17,5,9,1,113,20,19,0,49,15,0,14,5,1,14,17,9,16,17,12,2,14,5,1,39,42,0,1,8,15,10,4,12,16,10,28,0,8,6,10,30,15,0,11,3,4,4,0,8,15,1,0,0,74,0,4,0,0,8,1,0,0,7,0,0,0,0,1,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,102,1,0,4,1,0,0,0
"2014-07-09T00:00:00.000Z","2014-07-09T23:00:00.000Z",402835,2267,8627,40461,72795,15957,129,10017,25489,38641,26886,568,2286,28539,5863,3650,18557,303,9055,944,1467,1167,2661,3487,624,107,306,327,1036,39,474,440,1574,347,920,1212,50,921,1115,74,658,164,211,1890,442,125,172,2,166,130,77,203,6,45,17,282,736,43,82,245,55,31,118,247,49,513,40,11,13,25,18,45,31,45,348,106,11,62,8,56,6,113,27,3,76,42,93,62,12,13,23,28,0,32,5,3,10,50,4,7,9,10,158,59,11,3,52,0,2,9,2,0,28,14,9,13,11,16,3,14,1,3,56,2,0,4,4,28,10,0,2,18,0,32,0,21,20,8,30,9,0,32,3,3,2,0,3,9,1,0,0,6,0,4,5,0,5,5,0,0,2,9,1,0,0,0,0,0,0,15,0,7,0,11,0,0,3,0,0,0,0,0,0,1,0,0,61,4,4,5,2,0,0,0
"2014-07-08T00:00:00.000Z","2014-07-08T23:00:00.000Z",399841,2343,8611,38706,73341,15991,194,9523,24809,39465,27739,397,1992,28163,6382,3662,22710,252,9085,837,1562,1030,2492,3047,655,104,297,404,937,64,475,500,1842,245,1241,1119,73,834,1279,119,739,176,144,1869,317,129,153,28,160,144,97,323,7,34,11,403,754,48,124,359,39,45,189,226,24,555,62,16,26,18,13,29,28,91,325,119,34,46,5,31,40,221,23,2,80,51,80,36,11,13,19,62,0,30,5,2,9,37,24,23,9,18,129,32,19,12,42,2,10,6,2,0,21,2,16,44,32,14,0,1,10,5,38,9,1,4,1,39,8,2,5,32,3,52,0,16,23,9,55,14,0,20,3,4,2,0,3,11,0,2,0,7,3,5,1,0,8,1,0,0,2,5,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,106,2,0,11,0,0,0,0
